67.1,67,75,67.1,85.1,65,82.7,64.7,26
73.9,76.2,79.8,72,83.6,63.5,81.8,64.6,26
71.6,76.8,81,72.8,86.5,65.1,84.5,65.7,26
72.3,75.7,79.9,71.8,83.6,66.2,81.6,66.6,26
72.1,75.9,80.1,72,83.7,66.1,81.7,66.3,26
73.8,75.8,81,72.2,83.8,67,81.4,67.7,26
