57.3,59.4,59.8,57.4,65.5,44.3,55.3,46.7,30
74.7,58.4,71.1,59,69.2,53,54.4,51.1,30
77.8,58.9,74,61,69.6,55.5,55.3,57.5,30
74.6,58.2,71.5,59.2,69.2,50.7,54.9,50.8,30
74.6,58.3,71.3,58.8,69,50.2,55.1,50.8,30
75.1,58.5,74.1,58.7,69.3,57.4,54.4,51.9,30
