72,63.4,72,54.8,48.4,52.5,66,57.6,27
72.1,63.4,71.7,63.8,48.8,52.4,67,57,27
72,63.4,72,65,48.8,53,67,56.4,27
72.2,63.4,72.2,60.7,48.8,52.3,67.1,59.2,27
72,63.4,72,60.5,48.9,52.1,67.1,58.9,27
71.8,63.4,71.9,61.6,48.7,52.7,67,56.2,27
