79.1,83.2,89.9,78.5,80.1,80.1,71,62.4,27
83.5,83.8,89.8,78.8,85.8,83.4,83,72.5,27
83.9,83.6,90.4,78.8,86.9,83.3,83.8,72.5,27
82.5,83.6,90.2,79,84.7,82.4,81,71.4,27
82.7,83.5,90.5,78.7,84.8,82.8,80.8,71.8,27
83.9,83.3,89.8,78.8,86.9,83.5,84.6,73.3,27
