64.5,65.9,87.1,68.4,74.1,70.4,78.5,66.5,27
88,83.7,92.9,71.4,89.1,95.3,67,60.8,27
95,84.7,92.9,71.4,93.9,96.9,68,58.8,27
87.3,83.3,92.9,71.4,88.3,93.3,68,60.8,27
87.4,83.4,92.9,71.4,88.4,93.2,67.9,60.8,27
95,83.7,91.8,70.4,91.9,95.9,71.1,58.9,27
