76.9,72.2,80.1,72.3,87.1,77,87.1,80.5,30
79.8,72.7,83.6,72.4,87.1,66,87.1,78.6,30
79.2,72.8,83.5,72.7,88,64.3,86.2,70.7,30
79.6,72.3,83.4,72.4,87.2,67.2,86.3,77.4,30
79.7,72.6,83.3,72.4,87.1,67.1,86.3,77.4,30
80,72.8,83.8,72.7,87.1,66,87.1,77.9,30
